latitude,longitude,brightness,frp,frp_category,acq_date
38.2267,-107.3031,381.9,172.1,3,2024-01-02
38.2356,-107.3052,341.3,52.4,3,2024-01-02
40.5976,-104.7901,304.1,13.0,1,2024-01-29
39.9402,-105.3961,317.2,20.6,2,2024-01-31
39.9422,-105.4083,305.7,11.4,1,2024-01-31
38.6917,-108.0903,318.7,15.8,1,2024-01-31
38.6933,-108.0775,319.6,17.1,1,2024-01-31
40.367,-106.0916,301.8,51.5,3,2024-02-01
40.369,-106.1058,308.1,46.9,2,2024-02-01
40.3712,-106.0828,308.6,47.6,2,2024-02-01
40.3653,-106.108,301.2,32.0,2,2024-02-01
38.1548,-108.5119,305.3,25.3,2,2024-02-08
40.8427,-105.5121,300.1,18.7,1,2024-02-13
40.8703,-105.4999,331.2,87.1,3,2024-02-13
40.3459,-105.3533,334.3,46.7,2,2024-02-14
40.3443,-105.3665,306.1,13.2,1,2024-02-14
38.5311,-107.9649,302.7,6.8,1,2024-02-17
38.6837,-108.0392,312.0,10.6,1,2024-02-19
38.5039,-104.814,315.0,11.6,1,2024-02-21
38.597,-104.7329,314.7,11.8,1,2024-02-21
38.5955,-104.7445,320.6,17.3,1,2024-02-21
39.2542,-108.7194,302.8,4.2,1,2024-02-22
38.708,-108.0742,302.0,5.4,1,2024-02-24
39.2212,-108.7909,302.8,3.9,1,2024-02-24
40.0175,-104.7721,315.7,37.1,2,2024-02-24
40.0165,-104.7767,313.3,33.2,2,2024-02-24
38.5296,-104.7434,307.3,29.2,2,2024-02-25
38.5413,-104.7338,308.3,33.7,2,2024-02-25
38.5505,-104.7711,309.4,41.5,2,2024-02-25
38.5027,-107.9607,309.6,20.1,2,2024-02-25
38.5034,-107.9552,314.7,33.6,2,2024-02-25
38.5434,-104.7181,319.4,30.6,2,2024-02-25
38.5394,-104.7377,357.0,173.9,3,2024-02-25
38.5644,-107.9685,315.5,42.9,2,2024-02-25
38.5606,-104.7537,331.2,33.9,2,2024-02-26
38.5591,-104.7404,312.9,10.1,1,2024-02-26
38.5445,-104.7838,335.1,42.3,2,2024-02-26
38.5575,-104.7346,314.0,9.7,1,2024-02-26
39.7886,-108.2444,312.6,18.7,1,2024-02-28
39.8004,-108.2339,310.1,16.2,1,2024-02-28
39.798,-108.2475,302.3,9.8,1,2024-02-28
38.7291,-107.9143,306.6,6.2,1,2024-02-29
38.7275,-107.903,315.4,12.9,1,2024-02-29
38.6069,-108.0834,340.8,96.0,3,2024-02-29
38.6015,-104.7662,303.9,15.0,1,2024-03-01
38.6014,-104.7226,306.5,37.2,2,2024-03-01
38.5974,-104.7295,305.0,31.1,2,2024-03-01
38.6146,-104.7673,320.2,15.3,1,2024-03-01
38.6125,-104.7719,321.1,17.8,1,2024-03-01
38.0658,-103.1815,358.2,207.7,3,2024-03-02
38.0534,-103.1799,389.4,527.5,3,2024-03-02
38.0515,-103.2027,415.4,981.8,3,2024-03-02
38.0373,-103.2239,322.4,33.6,2,2024-03-02
38.0392,-103.2011,348.2,141.3,3,2024-03-02
40.2994,-105.5466,329.5,41.5,2,2024-03-05
38.5462,-108.0282,309.5,4.6,1,2024-03-09
38.6286,-108.0285,317.7,10.9,1,2024-03-09
38.5689,-107.9474,306.9,6.8,1,2024-03-10
39.2185,-108.7837,303.9,3.9,1,2024-03-10
39.1373,-108.5697,306.6,5.8,1,2024-03-10
39.6175,-102.6758,303.6,12.0,1,2024-03-10
39.6251,-102.6593,302.1,9.3,1,2024-03-10
39.9796,-102.6615,303.2,4.2,1,2024-03-12
39.1975,-108.6632,306.1,4.7,1,2024-03-12
38.049,-102.1671,300.9,6.9,1,2024-03-16
38.0492,-102.1753,305.5,9.9,1,2024-03-16
40.0541,-104.3604,311.5,6.5,1,2024-03-19
40.0525,-104.3488,310.7,5.9,1,2024-03-19
40.1837,-108.5425,303.5,7.6,1,2024-03-20
39.201,-108.7015,320.5,46.4,2,2024-03-20
40.0405,-104.4219,314.7,13.8,1,2024-03-21
38.5961,-108.0319,315.9,5.1,1,2024-03-21
39.1714,-108.6919,327.0,17.3,1,2024-03-21
40.1429,-104.4655,320.3,18.5,1,2024-03-21
39.2617,-108.7664,326.2,18.6,1,2024-03-22
39.2546,-108.7799,314.9,8.8,1,2024-03-22
39.2529,-108.7686,322.8,16.3,1,2024-03-22
38.6282,-108.0867,312.6,6.7,1,2024-03-22
39.2634,-108.7778,325.9,18.4,1,2024-03-22
39.3328,-108.2007,307.1,6.9,1,2024-03-22
40.316,-105.5426,326.8,38.1,2,2024-03-22
40.3184,-105.5561,338.5,59.5,3,2024-03-22
40.3255,-105.5396,317.4,26.3,2,2024-03-22
40.3279,-105.5527,329.2,43.0,2,2024-03-22
38.5656,-108.0104,306.9,7.9,1,2024-03-27
40.2497,-104.649,311.9,9.5,1,2024-03-28
39.8523,-104.853,313.8,10.2,1,2024-03-29
39.7477,-104.672,309.4,5.0,1,2024-03-31
39.7492,-104.6844,310.5,5.8,1,2024-03-31
38.5469,-107.9622,321.8,24.5,2,2024-04-01
38.5517,-107.9667,313.9,12.4,1,2024-04-01
38.0714,-102.186,321.1,16.0,1,2024-04-01
40.5353,-105.4062,301.6,14.1,1,2024-04-01
40.5797,-104.4998,306.8,4.3,1,2024-04-03
40.5728,-104.6873,309.8,4.3,1,2024-04-03
38.2416,-102.6159,315.9,11.1,1,2024-04-03
38.238,-102.5976,316.1,11.7,1,2024-04-03
39.8667,-104.3928,315.6,11.0,1,2024-04-03
